id,code
215,"// Unsafe ERC20-like transfer function with state inconsistency
function transfer(address to, uint256 value) public returns (bool) {
    balances[msg.sender] -= value;
    balances[to] += value;
    emit Transfer(msg.sender, to, value);
    return true;
}"
216,"function transfer(address _to, uint256 _value) public returns (bool success) {
    require(_to != address(0), ""Transfer to the zero address"");
    require(_value <= balances[msg.sender], ""Insufficient balance"");

    balances[msg.sender] = balances[msg.sender].sub(_value);
    balances[_to] = balances[_to].add(_value);

    emit Transfer(msg.sender, _to, _value);
    return true;
}"
217,"function transfer(address _to, uint256 _value) public returns (bool success) {
    balances[msg.sender] -= _value;
    balances[_to] += _value;
    emit Transfer(msg.sender, _to, _value);
    return true;
}"
218,"function transfer(address _to, uint256 _value) public returns (bool success) {
    // Check if sender has sufficient balance
    require(balances[msg.sender] >= _value, ""Insufficient balance."");

    // Check for overflows
    require(balances[_to] + _value >= balances[_to], ""Transfer amount overflows."");

    // Subtract from the sender
    balances[msg.sender] -= _value;
    
    // Add the same to the recipient
    balances[_to] += _value;

    // Emit transfer event
    emit Transfer(msg.sender, _to, _value);

    return true;
}"
219,"function transfer(address _to, uint256 _value) public returns (bool) {
    require(_value <= balances[msg.sender]);
    require(_to != address(0));

    balances[msg.sender] = balances[msg.sender] - _value;
    ledger[_to] = ledger[_to] + _value; // Wrong variable in check, should be balances[_to]

    emit Transfer(msg.sender, _to, _value);
    return true;
}"
220,"function transfer(address _to, uint256 _value) public returns (bool success) {
    require(balances[msg.sender] >= _value, ""Insufficient balance"");
    balances[msg.sender] = balances[msg.sender].sub(_value);
    balances[_to] = balances[_to].add(_value);
    emit Transfer(msg.sender, _to, _value);
    return true;
}"
221,"function transfer(address _to, uint256 _value) public returns (bool success) {
    require(_to != address(0));
    require(balances[msg.sender] >= _value);

    balances[msg.sender] = balances[msg.sender].sub(_value);
    balances[_to] = balances[_to].add(_value);
    emit Transfer(msg.sender, _to, _value);
    return true;
}"
222,"function transfer(address recipient, uint256 amount) public returns (bool) {
    require(recipient != address(0), ""ERC20: transfer to the zero address"");

    _balances[msg.sender] = _balances[msg.sender].sub(amount);
    _balances[recipient] = _balances[recipient].add(amount);
    emit Transfer(msg.sender, recipient, amount);

    return true;
}"
223,"function transfer(address _to, uint256 _value) public returns (bool success) {
    // Unsafe: Incorrect balance check
    if (balances[msg.sender] > _value) {
        balances[msg.sender] -= _value;
        balances[_to] += _value;
        emit Transfer(msg.sender, _to, _value);
        return true;
    }
    return false; 
}
```
In this example, the balance check condition is incorrect, which should be `balances[msg.sender] >= _value`. This will fail to transfer when the sender's balance is exactly equal to the transfer value."
224,"function transfer(address _to, uint _value) public {
    require(balanceOf[msg.sender] >= _value);
    balanceOf[msg.sender] -= _value;
    balanceOf[_to] += _value;
    emit Transfer(msg.sender, _to, _value);
}"
225,"function transfer(address _to, uint256 _value) public {
    require(balances[msg.sender] >= _value);
    balances[msg.sender] -= _value;
    balances[_to] += _value;
    emit Transfer(msg.sender, _to, _value);
    balances[msg.sender] += _value;  // State inconsistency reintroducing the deducted value
}"
226,"function transfer(address _to, uint _value) public returns (bool success) {
    require(balanceOf[msg.sender] >= _value); 
    require(_to != address(0));
    balanceOf[msg.sender] -= _value; // Subtract from the sender
    balanceOf[_to] += _value; // Add to the recipient
    emit Transfer(msg.sender, _to, _value); // Emit the transfer event
    return true;
}"
227,"function transfer(address _to, uint256 _value) public returns (bool success) {
    // Missing validation for the _to address
    balances[msg.sender] = balances[msg.sender].sub(_value);
    balances[_to] = balances[_to].add(_value);
    emit Transfer(msg.sender, _to, _value);
    return true;
}"
228,"function transfer(address _to, uint256 _value) public returns (bool) {
    require(_to != address(0));                           // ensure not sending to 0x0 address
    require(_value <= balances[msg.sender]);               // check the sender has enough balance 

    balances[msg.sender] = balances[msg.sender] - _value;  // subtract the amount from sender's balance
    balances[_to] = balances[_to] + _value;                // add the amount to recipient's balance
    
    emit Transfer(msg.sender, _to, _value);                // emit the transfer event
    
    return true;
}"
229,"function transfer(address _to, uint256 _value) public returns (bool success) {
    require(balanceOf[msg.sender] >= _value);
    ledger[msg.sender] -= _value;
    ledger[_to] += _value;
    emit Transfer(msg.sender, _to, _value);
    return true;
}"
230,"function transfer(address _to, uint256 _amount) public returns (bool) {
    require(balances[msg.sender] >= _amount, ""Insufficient balance."");
    balances[msg.sender] -= _amount;
    balances[_to] += _amount;
    emit Transfer(msg.sender, _to, _amount);
    return true;
}"
231,"function transfer(address _to, uint256 _value) public returns (bool success) {
    require(_value <= balances[msg.sender]); // Check if the sender has enough
    require(balances[_to] + _value >= balances[_to]); // Check for overflows

    balances[msg.sender] -= _value; // Subtract from the sender
    balances[_to] += _value; // Add the same to the recipient
    emit Transfer(msg.sender, _to, _value); // Notify anyone listening that this transfer took place

    return true;
}"
232,"function transfer(address _to, uint256 _amount) public {
    // No balance check
    balances[msg.sender] -= _amount;
    balances[_to] += _amount;
    
    emit Transfer(msg.sender, _to, _amount);
}"
233,"function transfer(address recipient, uint256 amount) public {
    require(amount <= balanceOf[msg.sender]);
    balanceOf[msg.sender] -= amount;
    balanceOf[recipient] += amount; // Balance check is incorrect - can overflow
    emit Transfer(msg.sender, recipient, amount);
}"
234,"function transfer(address _to, uint256 _value) public {
    // Unsafe: No check for arithmetic overflow
    balances[msg.sender] -= _value;
    balances[_to] += _value;

    emit Transfer(msg.sender, _to, _value);
}"
235,"function transfer(address _to, uint256 _value) public returns (bool success) {
    require(balances[msg.sender] > _value); 
    
    // Deduct balance directly without a proper check
    balances[msg.sender] -= _value;
    
    // Transfer value directly without a proper check
    balances[_to] += _value;
    
    emit Transfer(msg.sender, _to, _value);
    return true;
}"
236,"function transfer(address _to, uint256 _amount) public returns (bool) {
    require(_to != address(0), ""Invalid address"");
    require(_amount <= balances[msg.sender], ""Insufficient balance"");
    
    balances[msg.sender] = balances[msg.sender].sub(_amount);
    balances[_to] = balances[_to].add(_amount);
    
    emit Transfer(msg.sender, _to, _amount);
    
    return true;
}"
237,"function transfer(address _to, uint256 _value) public returns (bool) {
    balances[msg.sender] -= _value;
    balances[_to] += _value;
    return true;
}"
238,"function transfer(address _to, uint256 _amount) public returns (bool success) {
    require(_to != address(0)); // avoid burning tokens
    require(balances[msg.sender] >= _amount); // check if sender has enough balance
    
    balances[msg.sender] = balances[msg.sender].sub(_amount); // deduct from sender's balance
    balances[_to] = balances[_to].add(_amount); // add to recipient's balance

    emit Transfer(msg.sender, _to, _amount); // emit Transfer event

    return true;
}"
239,"function transfer(address _to, uint256 _value) public returns (bool success) {
    require(balances[msg.sender] > _value);
    ledger[_to] += _value;
    balances[msg.sender] -= _value;
    emit Transfer(msg.sender, _to, _value);
    return true;
}"
240,"function transfer(address _to, uint256 _value) public returns (bool success) {
    require(balanceOf[msg.sender] >= _value, ""Insufficient balance"");
    balanceOf[msg.sender] -= _value;
    balanceOf[_to] += _value;
    emit Transfer(msg.sender, _to, _value);
    return true;
}"
241,"function transfer(address _to, uint256 _value) public returns (bool success) {
    require(_value <= balances[msg.sender]); 
    require(_to != address(0)); 

    balances[msg.sender] = balances[msg.sender].sub(_value); 
    balances[_to] = balances[_to].add(_value); 

    emit Transfer(msg.sender, _to, _value); 

    return true; 
}"
242,"function transfer(address _to, uint256 _value) public returns (bool success) {
    // Unsafe: Missing balance check
    balances[msg.sender] -= _value; 
    balances[_to] += _value; 
    emit Transfer(msg.sender, _to, _value); 
    return true;
}"
243,"function transfer(address _to, uint256 _value) public returns (bool success) {
    // Incorrect balance check
    if (balances[msg.sender] != 0) {
        balances[msg.sender] -= _value;
        balances[_to] += _value;
        Transfer(msg.sender, _to, _value);
        return true;
    } else {
        return false;
    }
}"
244,"function transfer(address to, uint tokens) public returns (bool success) {
    balances[msg.sender] -= tokens;
    balances[to] += tokens;
    emit Transfer(msg.sender, to, tokens);
    return true;
}"
245,"function transfer(address _to, uint256 _value) public {
    require(_value <= balances[msg.sender]);
    balances[_to] += _value;
    balances[msg.sender] -= _value;
    emit Transfer(msg.sender, _to, _value);
    balances[msg.sender] += _value; // State inconsistency: sender's balance are not correctly updated after the transfer.
}"
246,"function transfer(address _to, uint256 _value) public returns (bool success) {
    require(_to != address(0), ""Invalid recipient"");
    require(balances[msg.sender] >= _value, ""Insufficient balance"");
    
    balances[msg.sender] = balances[msg.sender].sub(_value);
    balances[_to] = balances[_to].add(_value);
    emit Transfer(msg.sender, _to, _value);
    
    return true;
}"
247,"function transfer(address _to, uint256 _value) public returns (bool success) {

        // No input validation
        // No balance check

        balances[msg.sender] -= _value;
        balances[_to] += _value;

        emit Transfer(msg.sender, _to, _value);

        return true;
}"
248,"function transfer(address _to, uint256 _value) public returns (bool success) {
    // check if the sender has enough balance
    require(balances[msg.sender] >= _value, ""Insufficient balance"");

    // check for overflows
    require(balances[_to] + _value >= balances[_to], ""Transfer amount overflows"");

    // deduct from sender's balance
    balances[msg.sender] -= _value;

    // add to recipient's balance
    balances[_to] += _value;

    // emit transfer event
    emit Transfer(msg.sender, _to, _value);

    return true;
}"
249,"function transfer(address _to, uint256 _value) public returns (bool success) {
    require(balanceOf[msg.sender] > _value);
    balanceOf[_to] += _value;
    balanceOf[msg.sender] -= _value;
    emit Transfer(msg.sender, _to, _value);
    return true;
}
```

This code is unsafe because the require statement checks against `balanceOf[msg.sender] > _value` when it should be `balanceOf[msg.sender] >= _value`. If `_value` equals to the balance of the sender, the transfer will fail, which is incorrect."
